site,slope
#2440701,0.0014972535545052824
#2447402,-0.001535943607295918
#2446303,-0.0009908288994128715
#2445602,-0.00036778906161597305
#2445501,-0.0005953712834426139
#2462601,-0.00027454560258377683
#2460302,-0.0011350031133964752
#2445902,-0.0007339227559868648
#2454301,-0.00031226286556433613
#2464101,-0.0006821395866769531
#2439904,-0.0007424643833474198
#2447501,-0.0005486515535006072
#2447201,-0.0006845794205953548
#2446802,0.0001232460041178489
#2456403,-0.001036492564739423
#2454101,-0.00022653050795800808
#2453902,-0.0002445686401327078
#2453901,-0.00017687671714801748
#347,-0.003253212418223711
#637,-0.0003700373987652809
#650,-0.00038570296017207545
#631,-0.00021453021341402527
#632,-0.00047244474888988655
#394,-0.000848624454746116
#654,-0.0009300095617328849
#655,-0.0008237966327531918
#741,-0.0008221500794309833
#398,-0.0026705589026346614
#698,-0.0006124749574766054
#699,-0.0006820561525898768
#700,-0.0006433500476274289
#651,-0.0009036801525057689
#737,-0.00047141863070720384
#740,-0.000800793471921599
#660,0.0007264183518537626
#405,-0.001806924084366814
#739,-0.0006513770821549793
#539408,-0.00021913618441806522
#544305,-0.000143565003531472
#553102,-0.0005937378343183645
#545305,-0.00035726111209952345
#538408,-0.0007087511046542424
#2449303,-0.00031836398085149237
#2459301,-0.0010792752027070605
#2451602,-0.0013569723386127833
#2449101,-0.0002920196741521622
#2458601,-0.001172735722978411
#2457502,-0.0006494335857991848
#2459801,-0.0005880937664728622
#2556901,0.0009025861585524479
#2451701,-0.002131827115543867
#2556201,0.0017958385216600044
#2459201,-0.0009328366158976413
#2458101,-0.0007309814579419746
#2457802,-0.000816779412152302
#2449702,0.001761000546501381
#2450801,-0.00025297296007102676
#2443403,0.00046654016871229857
#2459101,-0.0003337192510792855
#2451201,-0.0004166180400678398
#2443501,-0.0005424304578630426
#2441804,-0.0009023834401084598
#2556502,-0.0003297180313704195
#2704101,-0.0010195701988412569
#2450402,-0.0013771206313939882
#2548601,-0.0010294184363540543
#2548301,-0.0012091814267741127
#2450203,7.64669419122399e-05
#2449203,-0.000958255665839361
#2457501,-0.0015845293274188259
#2457301,-0.0006919438557880901
#598,-0.0010717809870382866
#674,-0.000639514611015188
#607,-0.001347041752676706
#608,-0.0012424514874144416
#730,-0.0004010272985064114
#731,-0.000962091895371409
#733,-0.0009076099250444579
#734,-0.0006913929868320907
#707,-0.00020439431087126633
#599,-0.0007759630979240571
#600,0.0022091946761918
#601,-0.0014848626415119668
#604,-0.0012696483580557152
#606,-0.0009875723277499946
#596,-0.0005028763697274875
#605,-0.0007121995603571862
#615,-0.0018195485725628659
#609,-0.0012306529880668745
#610,-0.0012584313170454463
#612,-0.0011038584980803384
#623,-0.0014342743641888814
#675,-0.0006755503453718956
#718,-0.0007278600855159575
#580,-0.0014961699928681769
#688,-0.0003445044669674619
#696,-0.0013297839065226288
#703,0.000450328034259412
#705,-0.00030985248611709016
#721,-0.00056108667820951
#724,-0.0008418143395518716
#725,-0.0010043400860991012
#728,-0.0005616754938326468
#620,-0.0017518177348758018
#625,-0.0005673110933614271
#1076,-0.0007831626145507233
#576,-0.00117308598030015
#577,-0.0006169799393163315
#578,-0.0017200211670790671
#617,-0.0012861261699551587
#618,-0.0017410044391723565
#621,-0.0018773516383884777
#683,-0.0006595913682214275
#680,-0.0005237526877196353
#684,-0.0005755800226278987
#722,-0.0007902320042219527
#723,-0.0006217248534687685
#671,0.00021932906516176562
#704,-0.000280511784241844
#590,-0.0007428993478710896
#592,-0.0005235030484993762
#593,-0.000969069321979257
#594,-0.001116736353028276
#529,-0.000699149883651285
#591,-0.0008823376672136025
#559,-0.0015694124532485863
#560,-0.0012357659475792648
#561,-0.0008683249166154348
#565,-0.0007595160090448439
#566,-0.0007436017894479046
#568,-0.001079652534461406
#569,-0.00042146743232995745
#1082,-0.0014991389092443444
#537,-0.0009982753045092024
#540,-0.0013712566298270338
#544,-0.0007063094529491708
#545,-0.0010153631830532844
#546,0.00028020997622358766
#547,-0.0016667299540991344
#548,-0.0017561152798354872
#551,-0.001262468828280656
#552,-0.0008620604997822308
#553,-0.00046514731462045725
#554,-0.0013083513835866595
#557,-0.0008512171992180679
#538,-0.001152772360622418
#542,-0.0003415537927049638
#549,-0.0010886842793322972
#570,-0.0010343381793960337
#517,-0.002845878174865679
#358,-0.0009200526552707138
#362,-0.0010153779963445707
#382,-0.0014320299148109054
#379,-0.0016074316919350556
#386,-0.002330706177131908
#589,-0.0015660940462815572
#585,-0.001142290823860143
#586,-0.0009814169834949514
#519,-0.005373585421293077
#522,-0.0004706895975739086
#524,-0.0010463510667453706
#525,-0.0010138869281685003
#526,-0.0007065058672530732
#574,-0.000237180421016581
#575,-0.001701433078358715
#583,-0.0007899377165957425
#530,-0.0012878938670838396
#531,-0.0012439899117042226
#532,-0.0009787970692534433
#533,-0.0011121760899771016
#539,-0.0017678668978732895
#1079,-0.0009748727252439238
