AgencyCd,SiteNo,Time,Original Parameter,Original Direction,Original Unit,Original Value,Accuracy Unit,Accuracy Value,Depth to Water Below Land Surface in ft.,Water level in feet relative to NAVD88,Comment,Observation Method,Data Provided by,Unnamed: 14,DecLatVa,DecLongVa
CODWR,149688,2013-02-26T00:00:00-07:00,,,ft,196.2,UNKNOWN,Unknown,196.2,4028.0,,UNKNOWN,DWR (Manual),,39.045841,-102.239088
CODWR,149688,2014-02-25T00:00:00-07:00,,,ft,198.6,UNKNOWN,Unknown,198.6,4025.0,,UNKNOWN,DWR (Manual),,39.045841,-102.239088
CODWR,149688,2014-12-18T00:00:00-07:00,,,ft,200.4,UNKNOWN,Unknown,200.4,4024.0,,UNKNOWN,DWR (Manual),,39.045841,-102.239088
CODWR,149688,2019-03-02T00:00:00-07:00,,,ft,191.4,UNKNOWN,Unknown,191.4,4033.0,,UNKNOWN,DWR (Manual),,39.045841,-102.239088
CODWR,149688,2020-03-26T00:00:00-06:00,,,ft,192.7,UNKNOWN,Unknown,192.7,4031.0,,UNKNOWN,DWR (Manual),,39.045841,-102.239088
CODWR,149688,2021-03-30T00:00:00-06:00,,,ft,195.35,UNKNOWN,Unknown,195.35,4029.0,,UNKNOWN,DWR (Manual),,39.045841,-102.239088
CODWR,149688,2022-03-27T00:00:00-06:00,,,ft,196.5,UNKNOWN,Unknown,196.5,4028.0,,UNKNOWN,DWR (Manual),,39.045841,-102.239088
CODWR,1007,1993-01-26T00:00:00-07:00,,,ft,192.51,UNKNOWN,Unknown,192.51,3830.06,,UNKNOWN,DWR (Manual),,38.783908,-102.165475
CODWR,1007,1994-01-13T00:00:00-07:00,,,ft,194.17,UNKNOWN,Unknown,194.17,3828.4,,UNKNOWN,DWR (Manual),,38.783908,-102.165475
CODWR,1007,1995-01-15T00:00:00-07:00,,,ft,195.47,UNKNOWN,Unknown,195.47,3827.1,,UNKNOWN,DWR (Manual),,38.783908,-102.165475
CODWR,1007,1995-12-21T00:00:00-07:00,,,ft,197.38,UNKNOWN,Unknown,197.38,3825.19,,UNKNOWN,DWR (Manual),,38.783908,-102.165475
CODWR,1007,1997-01-16T00:00:00-07:00,,,ft,198.55,UNKNOWN,Unknown,198.55,3824.02,,UNKNOWN,DWR (Manual),,38.783908,-102.165475
CODWR,1007,1998-01-17T00:00:00-07:00,,,ft,199.19,UNKNOWN,Unknown,199.19,3823.38,,UNKNOWN,DWR (Manual),,38.783908,-102.165475
CODWR,1007,1999-01-21T00:00:00-07:00,,,ft,200.05,UNKNOWN,Unknown,200.05,3822.52,,UNKNOWN,DWR (Manual),,38.783908,-102.165475
CODWR,1007,2000-01-18T00:00:00-07:00,,,ft,201.57,UNKNOWN,Unknown,201.57,3821.0,,UNKNOWN,DWR (Manual),,38.783908,-102.165475
CODWR,1007,2000-12-28T00:00:00-07:00,,,ft,204.14,UNKNOWN,Unknown,204.14,3818.43,,UNKNOWN,DWR (Manual),,38.783908,-102.165475
CODWR,1007,2001-12-27T00:00:00-07:00,,,ft,205.22,UNKNOWN,Unknown,205.22,3817.35,,UNKNOWN,DWR (Manual),,38.783908,-102.165475
CODWR,1007,2002-12-26T00:00:00-07:00,,,ft,208.23,UNKNOWN,Unknown,208.23,3814.34,,UNKNOWN,DWR (Manual),,38.783908,-102.165475
CODWR,1007,2003-12-23T00:00:00-07:00,,,ft,208.17,UNKNOWN,Unknown,208.17,3814.4,,UNKNOWN,DWR (Manual),,38.783908,-102.165475
CODWR,1007,2004-12-15T00:00:00-07:00,,,ft,209.2,UNKNOWN,Unknown,209.2,3813.37,,UNKNOWN,DWR (Manual),,38.783908,-102.165475
CODWR,1007,2006-02-01T00:00:00-07:00,,,ft,210.02,UNKNOWN,Unknown,210.02,3812.55,,UNKNOWN,DWR (Manual),,38.783908,-102.165475
CODWR,1007,2007-04-17T00:00:00-06:00,,,ft,210.78,UNKNOWN,Unknown,210.78,3811.79,,UNKNOWN,DWR (Manual),,38.783908,-102.165475
CODWR,1007,2008-01-26T00:00:00-07:00,,,ft,211.2,UNKNOWN,Unknown,211.2,3811.37,,UNKNOWN,DWR (Manual),,38.783908,-102.165475
CODWR,1007,2009-04-04T00:00:00-06:00,,,ft,210.4,UNKNOWN,Unknown,210.4,3812.17,,UNKNOWN,DWR (Manual),,38.783908,-102.165475
CODWR,1007,2010-02-15T00:00:00-07:00,,,ft,209.3,UNKNOWN,Unknown,209.3,3813.27,,UNKNOWN,DWR (Manual),,38.783908,-102.165475
CODWR,1007,2011-01-03T00:00:00-07:00,,,ft,210.1,UNKNOWN,Unknown,210.1,3812.47,,UNKNOWN,DWR (Manual),,38.783908,-102.165475
CODWR,1007,2012-02-06T00:00:00-07:00,,,ft,211.5,UNKNOWN,Unknown,211.5,3811.07,,UNKNOWN,DWR (Manual),,38.783908,-102.165475
CODWR,1007,2013-02-26T00:00:00-07:00,,,ft,217.5,UNKNOWN,Unknown,217.5,3805.07,,UNKNOWN,DWR (Manual),,38.783908,-102.165475
CODWR,1007,2014-02-25T00:00:00-07:00,,,ft,218.5,UNKNOWN,Unknown,218.5,3804.07,,UNKNOWN,DWR (Manual),,38.783908,-102.165475
CODWR,1007,2014-12-18T00:00:00-07:00,,,ft,219.1,UNKNOWN,Unknown,219.1,3803.47,,UNKNOWN,DWR (Manual),,38.783908,-102.165475
CODWR,1007,2017-03-15T00:00:00-06:00,,,ft,217.2,UNKNOWN,Unknown,217.2,3805.37,,UNKNOWN,DWR (Manual),,38.783908,-102.165475
CODWR,1007,2018-03-18T00:00:00-06:00,,,ft,216.2,UNKNOWN,Unknown,216.2,3806.37,,UNKNOWN,DWR (Manual),,38.783908,-102.165475
CODWR,1007,2019-03-30T00:00:00-06:00,,,ft,213.9,UNKNOWN,Unknown,213.9,3808.67,,UNKNOWN,DWR (Manual),,38.783908,-102.165475
CODWR,1007,2020-03-25T00:00:00-06:00,,,ft,216.8,UNKNOWN,Unknown,216.8,3805.77,,UNKNOWN,DWR (Manual),,38.783908,-102.165475
CODWR,1007,2021-03-26T00:00:00-06:00,,,ft,217.4,UNKNOWN,Unknown,217.4,3805.17,,UNKNOWN,DWR (Manual),,38.783908,-102.165475
CODWR,1007,2022-03-28T00:00:00-06:00,,,ft,217.7,UNKNOWN,Unknown,217.7,3804.87,,UNKNOWN,DWR (Manual),,38.783908,-102.165475
CODWR,1124,2004-01-15T00:00:00-07:00,,,ft,274.68,UNKNOWN,Unknown,274.68,3750.0,,UNKNOWN,DWR (Manual),,38.857868,-102.17564
CODWR,1124,2004-12-15T00:00:00-07:00,,,ft,275.04,UNKNOWN,Unknown,275.04,3750.0,,UNKNOWN,DWR (Manual),,38.857868,-102.17564
CODWR,1124,2017-03-13T00:00:00-06:00,,,ft,296.1,UNKNOWN,Unknown,296.1,3729.0,,UNKNOWN,DWR (Manual),,38.857868,-102.17564
CODWR,1124,2018-03-23T00:00:00-06:00,,,ft,296.9,UNKNOWN,Unknown,296.9,3728.0,,UNKNOWN,DWR (Manual),,38.857868,-102.17564
CODWR,1124,2019-03-29T00:00:00-06:00,,,ft,296.3,UNKNOWN,Unknown,296.3,3729.0,,UNKNOWN,DWR (Manual),,38.857868,-102.17564
CODWR,1124,2020-03-26T00:00:00-06:00,,,ft,295.5,UNKNOWN,Unknown,295.5,3730.0,,UNKNOWN,DWR (Manual),,38.857868,-102.17564
CODWR,1124,2021-03-26T00:00:00-06:00,,,ft,291.6,UNKNOWN,Unknown,291.6,3733.0,,UNKNOWN,DWR (Manual),,38.857868,-102.17564
CODWR,1124,2022-03-27T00:00:00-06:00,,,ft,294.2,UNKNOWN,Unknown,294.2,3731.0,,UNKNOWN,DWR (Manual),,38.857868,-102.17564
CODWR,1008,1993-01-28T00:00:00-07:00,,,ft,237.92,UNKNOWN,Unknown,237.92,3834.66,,UNKNOWN,DWR (Manual),,38.780848,-102.197698
CODWR,1008,1994-03-17T00:00:00-07:00,,,ft,234.56,UNKNOWN,Unknown,234.56,3838.02,,UNKNOWN,USGS,,38.780848,-102.197698
CODWR,1008,1995-01-15T00:00:00-07:00,,,ft,239.85,UNKNOWN,Unknown,239.85,3832.73,,UNKNOWN,DWR (Manual),,38.780848,-102.197698
CODWR,1008,1995-12-21T00:00:00-07:00,,,ft,239.72,UNKNOWN,Unknown,239.72,3832.86,,UNKNOWN,DWR (Manual),,38.780848,-102.197698
CODWR,1008,1997-01-16T00:00:00-07:00,,,ft,240.7,UNKNOWN,Unknown,240.7,3831.88,,UNKNOWN,DWR (Manual),,38.780848,-102.197698
CODWR,1008,1998-01-17T00:00:00-07:00,,,ft,241.18,UNKNOWN,Unknown,241.18,3831.4,,UNKNOWN,DWR (Manual),,38.780848,-102.197698
CODWR,1008,1999-01-21T00:00:00-07:00,,,ft,242.13,UNKNOWN,Unknown,242.13,3830.45,,UNKNOWN,DWR (Manual),,38.780848,-102.197698
CODWR,1008,2000-01-18T00:00:00-07:00,,,ft,243.8,UNKNOWN,Unknown,243.8,3828.78,,UNKNOWN,DWR (Manual),,38.780848,-102.197698
CODWR,1008,2000-12-28T00:00:00-07:00,,,ft,246.2,UNKNOWN,Unknown,246.2,3826.38,,UNKNOWN,DWR (Manual),,38.780848,-102.197698
CODWR,1008,2001-12-27T00:00:00-07:00,,,ft,246.39,UNKNOWN,Unknown,246.39,3826.19,,UNKNOWN,DWR (Manual),,38.780848,-102.197698
CODWR,1008,2002-12-26T00:00:00-07:00,,,ft,250.44,UNKNOWN,Unknown,250.44,3822.14,,UNKNOWN,DWR (Manual),,38.780848,-102.197698
CODWR,1008,2003-12-23T00:00:00-07:00,,,ft,251.07,UNKNOWN,Unknown,251.07,3821.51,,UNKNOWN,DWR (Manual),,38.780848,-102.197698
CODWR,1008,2004-12-20T00:00:00-07:00,,,ft,252.37,UNKNOWN,Unknown,252.37,3820.21,,UNKNOWN,DWR (Manual),,38.780848,-102.197698
CODWR,1008,2006-02-01T00:00:00-07:00,,,ft,252.91,UNKNOWN,Unknown,252.91,3819.67,,UNKNOWN,DWR (Manual),,38.780848,-102.197698
CODWR,1008,2007-04-09T00:00:00-06:00,,,ft,256.91,UNKNOWN,Unknown,256.91,3815.67,,UNKNOWN,DWR (Manual),,38.780848,-102.197698
CODWR,1008,2008-01-26T00:00:00-07:00,,,ft,259.05,UNKNOWN,Unknown,259.05,3813.53,,UNKNOWN,DWR (Manual),,38.780848,-102.197698
CODWR,1008,2009-04-12T00:00:00-06:00,,,ft,259.63,UNKNOWN,Unknown,259.63,3812.95,,UNKNOWN,DWR (Manual),,38.780848,-102.197698
CODWR,1008,2010-02-15T00:00:00-07:00,,,ft,261.5,UNKNOWN,Unknown,261.5,3811.08,,UNKNOWN,DWR (Manual),,38.780848,-102.197698
CODWR,1008,2011-01-03T00:00:00-07:00,,,ft,257.2,UNKNOWN,Unknown,257.2,3815.38,,UNKNOWN,DWR (Manual),,38.780848,-102.197698
CODWR,1008,2012-02-06T00:00:00-07:00,,,ft,255.9,UNKNOWN,Unknown,255.9,3816.68,,UNKNOWN,DWR (Manual),,38.780848,-102.197698
CODWR,1008,2013-02-26T00:00:00-07:00,,,ft,258.2,UNKNOWN,Unknown,258.2,3814.38,,UNKNOWN,DWR (Manual),,38.780848,-102.197698
CODWR,1008,2014-02-25T00:00:00-07:00,,,ft,252.5,UNKNOWN,Unknown,252.5,3820.08,,UNKNOWN,DWR (Manual),,38.780848,-102.197698
CODWR,1008,2014-12-18T00:00:00-07:00,,,ft,247.8,UNKNOWN,Unknown,247.8,3824.78,,UNKNOWN,DWR (Manual),,38.780848,-102.197698
CODWR,1008,2017-03-27T00:00:00-06:00,,,ft,239.6,UNKNOWN,Unknown,239.6,3832.98,,UNKNOWN,DWR (Manual),,38.780848,-102.197698
CODWR,1008,2018-03-18T00:00:00-06:00,,,ft,239.0,UNKNOWN,Unknown,239.0,3833.58,,UNKNOWN,DWR (Manual),,38.780848,-102.197698
CODWR,1008,2019-03-31T00:00:00-06:00,,,ft,238.9,UNKNOWN,Unknown,238.9,3833.68,,UNKNOWN,DWR (Manual),,38.780848,-102.197698
CODWR,1008,2020-03-26T00:00:00-06:00,,,ft,238.9,UNKNOWN,Unknown,238.9,3833.68,,UNKNOWN,DWR (Manual),,38.780848,-102.197698
CODWR,1008,2021-03-30T00:00:00-06:00,,,ft,237.2,UNKNOWN,Unknown,237.2,3835.38,,UNKNOWN,DWR (Manual),,38.780848,-102.197698
CODWR,1008,2022-03-28T00:00:00-06:00,,,ft,238.1,UNKNOWN,Unknown,238.1,3834.48,,UNKNOWN,DWR (Manual),,38.780848,-102.197698
CODWR,1108,2000-01-26T00:00:00-07:00,,,ft,124.1,UNKNOWN,Unknown,124.1,3836.0,,UNKNOWN,DWR (Manual),,39.005772,-102.07879
CODWR,1108,2000-12-27T00:00:00-07:00,,,ft,124.24,UNKNOWN,Unknown,124.24,3836.0,,UNKNOWN,DWR (Manual),,39.005772,-102.07879
CODWR,1108,2001-12-26T00:00:00-07:00,,,ft,124.6,UNKNOWN,Unknown,124.6,3835.0,,UNKNOWN,DWR (Manual),,39.005772,-102.07879
CODWR,1108,2002-12-26T00:00:00-07:00,,,ft,125.03,UNKNOWN,Unknown,125.03,3835.0,,UNKNOWN,DWR (Manual),,39.005772,-102.07879
CODWR,1108,2003-12-23T00:00:00-07:00,,,ft,125.25,UNKNOWN,Unknown,125.25,3835.0,,UNKNOWN,DWR (Manual),,39.005772,-102.07879
CODWR,1108,2004-12-20T00:00:00-07:00,,,ft,125.38,UNKNOWN,Unknown,125.38,3835.0,,UNKNOWN,DWR (Manual),,39.005772,-102.07879
CODWR,1108,2006-02-01T00:00:00-07:00,,,ft,125.74,UNKNOWN,Unknown,125.74,3834.0,,UNKNOWN,DWR (Manual),,39.005772,-102.07879
CODWR,1108,2007-04-18T00:00:00-06:00,,,ft,125.71,UNKNOWN,Unknown,125.71,3834.0,,UNKNOWN,DWR (Manual),,39.005772,-102.07879
CODWR,1108,2008-01-26T00:00:00-07:00,,,ft,124.88,UNKNOWN,Unknown,124.88,3835.0,,UNKNOWN,DWR (Manual),,39.005772,-102.07879
CODWR,1108,2009-04-04T00:00:00-06:00,,,ft,125.7,UNKNOWN,Unknown,125.7,3834.0,,UNKNOWN,DWR (Manual),,39.005772,-102.07879
CODWR,1108,2010-02-12T00:00:00-07:00,,,ft,126.6,UNKNOWN,Unknown,126.6,3833.0,,UNKNOWN,DWR (Manual),,39.005772,-102.07879
CODWR,1108,2011-01-03T00:00:00-07:00,,,ft,125.8,UNKNOWN,Unknown,125.8,3834.0,,UNKNOWN,DWR (Manual),,39.005772,-102.07879
CODWR,1108,2012-02-06T00:00:00-07:00,,,ft,124.3,UNKNOWN,Unknown,124.3,3836.0,,UNKNOWN,DWR (Manual),,39.005772,-102.07879
CODWR,1108,2013-02-26T00:00:00-07:00,,,ft,121.9,UNKNOWN,Unknown,121.9,3838.0,,UNKNOWN,DWR (Manual),,39.005772,-102.07879
CODWR,1108,2014-02-25T00:00:00-07:00,,,ft,120.3,UNKNOWN,Unknown,120.3,3840.0,,UNKNOWN,DWR (Manual),,39.005772,-102.07879
CODWR,1108,2014-12-18T00:00:00-07:00,,,ft,119.9,UNKNOWN,Unknown,119.9,3840.0,,UNKNOWN,DWR (Manual),,39.005772,-102.07879
CODWR,1108,2017-04-02T00:00:00-06:00,,,ft,118.0,UNKNOWN,Unknown,118.0,3842.0,,UNKNOWN,DWR (Manual),,39.005772,-102.07879
CODWR,1108,2018-03-25T00:00:00-06:00,,,ft,127.4,UNKNOWN,Unknown,127.4,3833.0,,UNKNOWN,DWR (Manual),,39.005772,-102.07879
CODWR,1108,2019-03-31T00:00:00-06:00,,,ft,126.8,UNKNOWN,Unknown,126.8,3833.0,,UNKNOWN,DWR (Manual),,39.005772,-102.07879
CODWR,1108,2020-03-25T00:00:00-06:00,,,ft,127.4,UNKNOWN,Unknown,127.4,3833.0,,UNKNOWN,DWR (Manual),,39.005772,-102.07879
CODWR,1108,2021-03-30T00:00:00-06:00,,,ft,129.1,UNKNOWN,Unknown,129.1,3831.0,,UNKNOWN,DWR (Manual),,39.005772,-102.07879
CODWR,1108,2022-03-28T00:00:00-06:00,,,ft,130.2,UNKNOWN,Unknown,130.2,3830.0,,UNKNOWN,DWR (Manual),,39.005772,-102.07879
CODWR,1115,2001-12-26T00:00:00-07:00,,,ft,224.3,UNKNOWN,Unknown,224.3,3936.0,,UNKNOWN,DWR (Manual),,38.943668,-102.212567
CODWR,1115,2002-12-26T00:00:00-07:00,,,ft,226.12,UNKNOWN,Unknown,226.12,3934.0,,UNKNOWN,DWR (Manual),,38.943668,-102.212567
CODWR,1115,2003-12-23T00:00:00-07:00,,,ft,227.48,UNKNOWN,Unknown,227.48,3933.0,,UNKNOWN,DWR (Manual),,38.943668,-102.212567
CODWR,1115,2004-12-20T00:00:00-07:00,,,ft,228.27,UNKNOWN,Unknown,228.27,3932.0,,UNKNOWN,DWR (Manual),,38.943668,-102.212567
CODWR,1115,2006-01-31T00:00:00-07:00,,,ft,228.52,UNKNOWN,Unknown,228.52,3931.0,,UNKNOWN,DWR (Manual),,38.943668,-102.212567
CODWR,1115,2007-04-17T00:00:00-06:00,,,ft,230.78,UNKNOWN,Unknown,230.78,3929.0,,UNKNOWN,DWR (Manual),,38.943668,-102.212567
CODWR,1115,2008-01-08T00:00:00-07:00,,,ft,236.99,UNKNOWN,Unknown,236.99,3923.0,,UNKNOWN,DWR (Manual),,38.943668,-102.212567
CODWR,1115,2009-04-07T00:00:00-06:00,,,ft,232.4,UNKNOWN,Unknown,232.4,3928.0,,UNKNOWN,DWR (Manual),,38.943668,-102.212567
CODWR,1115,2010-02-12T00:00:00-07:00,,,ft,237.5,UNKNOWN,Unknown,237.5,3923.0,,UNKNOWN,DWR (Manual),,38.943668,-102.212567
CODWR,1115,2011-01-03T00:00:00-07:00,,,ft,231.1,UNKNOWN,Unknown,231.1,3929.0,,UNKNOWN,DWR (Manual),,38.943668,-102.212567
CODWR,1115,2012-02-06T00:00:00-07:00,,,ft,230.1,UNKNOWN,Unknown,230.1,3930.0,,UNKNOWN,DWR (Manual),,38.943668,-102.212567
CODWR,1115,2013-02-26T00:00:00-07:00,,,ft,232.7,UNKNOWN,Unknown,232.7,3927.0,,UNKNOWN,DWR (Manual),,38.943668,-102.212567
CODWR,1115,2014-02-25T00:00:00-07:00,,,ft,232.3,UNKNOWN,Unknown,232.3,3928.0,,UNKNOWN,DWR (Manual),,38.943668,-102.212567
CODWR,1115,2014-12-18T00:00:00-07:00,,,ft,232.75,UNKNOWN,Unknown,232.75,3927.0,,UNKNOWN,DWR (Manual),,38.943668,-102.212567
CODWR,1115,2017-03-16T00:00:00-06:00,,,ft,229.7,UNKNOWN,Unknown,229.7,3930.0,,UNKNOWN,DWR (Manual),,38.943668,-102.212567
CODWR,1115,2018-03-27T00:00:00-06:00,,,ft,231.4,UNKNOWN,Unknown,231.4,3929.0,,UNKNOWN,DWR (Manual),,38.943668,-102.212567
CODWR,1115,2019-03-19T00:00:00-06:00,,,ft,231.1,UNKNOWN,Unknown,231.1,3929.0,,UNKNOWN,DWR (Manual),,38.943668,-102.212567
CODWR,1115,2020-03-26T00:00:00-06:00,,,ft,229.6,UNKNOWN,Unknown,229.6,3930.0,,UNKNOWN,DWR (Manual),,38.943668,-102.212567
CODWR,1115,2021-03-29T00:00:00-06:00,,,ft,232.7,UNKNOWN,Unknown,232.7,3927.0,,UNKNOWN,DWR (Manual),,38.943668,-102.212567
CODWR,1115,2022-03-27T00:00:00-06:00,,,ft,233.3,UNKNOWN,Unknown,233.3,3927.0,,UNKNOWN,DWR (Manual),,38.943668,-102.212567
CODWR,151052,2017-03-27T00:00:00-06:00,,,ft,164.5,UNKNOWN,Unknown,164.5,4026.0,,UNKNOWN,DWR (Manual),,39.044599,-102.226613
CODWR,151052,2018-03-25T00:00:00-06:00,,,ft,166.5,UNKNOWN,Unknown,166.5,4024.0,,UNKNOWN,DWR (Manual),,39.044599,-102.226613
CODWR,151052,2019-03-21T00:00:00-06:00,,,ft,168.3,UNKNOWN,Unknown,168.3,4022.0,,UNKNOWN,DWR (Manual),,39.044599,-102.226613
CODWR,151052,2020-03-26T00:00:00-06:00,,,ft,168.2,UNKNOWN,Unknown,168.2,4022.0,,UNKNOWN,DWR (Manual),,39.044599,-102.226613
CODWR,151052,2021-03-30T00:00:00-06:00,,,ft,167.25,UNKNOWN,Unknown,167.25,4023.0,,UNKNOWN,DWR (Manual),,39.044599,-102.226613
CODWR,151052,2022-03-27T00:00:00-06:00,,,ft,168.1,UNKNOWN,Unknown,168.1,4022.0,,UNKNOWN,DWR (Manual),,39.044599,-102.226613
CODWR,1110,2000-01-26T00:00:00-07:00,,,ft,118.6,UNKNOWN,Unknown,118.6,4001.0,,UNKNOWN,DWR (Manual),,38.969486,-102.223115
CODWR,1110,2000-12-27T00:00:00-07:00,,,ft,119.6,UNKNOWN,Unknown,119.6,4000.0,,UNKNOWN,DWR (Manual),,38.969486,-102.223115
CODWR,1110,2001-12-26T00:00:00-07:00,,,ft,121.1,UNKNOWN,Unknown,121.1,3999.0,,UNKNOWN,DWR (Manual),,38.969486,-102.223115
CODWR,1110,2002-12-26T00:00:00-07:00,,,ft,122.03,UNKNOWN,Unknown,122.03,3998.0,,UNKNOWN,DWR (Manual),,38.969486,-102.223115
CODWR,1110,2003-12-23T00:00:00-07:00,,,ft,122.25,UNKNOWN,Unknown,122.25,3998.0,,UNKNOWN,DWR (Manual),,38.969486,-102.223115
CODWR,1110,2004-12-20T00:00:00-07:00,,,ft,124.17,UNKNOWN,Unknown,124.17,3996.0,,UNKNOWN,DWR (Manual),,38.969486,-102.223115
CODWR,1110,2006-01-31T00:00:00-07:00,,,ft,123.75,UNKNOWN,Unknown,123.75,3996.0,,UNKNOWN,DWR (Manual),,38.969486,-102.223115
CODWR,1110,2007-04-17T00:00:00-06:00,,,ft,122.95,UNKNOWN,Unknown,122.95,3997.0,,UNKNOWN,DWR (Manual),,38.969486,-102.223115
CODWR,1110,2008-01-08T00:00:00-07:00,,,ft,125.17,UNKNOWN,Unknown,125.17,3995.0,,UNKNOWN,DWR (Manual),,38.969486,-102.223115
CODWR,1110,2009-04-07T00:00:00-06:00,,,ft,128.15,UNKNOWN,Unknown,128.15,3992.0,,UNKNOWN,DWR (Manual),,38.969486,-102.223115
CODWR,1110,2010-02-12T00:00:00-07:00,,,ft,125.7,UNKNOWN,Unknown,125.7,3994.0,,UNKNOWN,DWR (Manual),,38.969486,-102.223115
CODWR,1110,2011-01-03T00:00:00-07:00,,,ft,125.6,UNKNOWN,Unknown,125.6,3994.0,,UNKNOWN,DWR (Manual),,38.969486,-102.223115
CODWR,1110,2012-02-06T00:00:00-07:00,,,ft,127.5,UNKNOWN,Unknown,127.5,3993.0,,UNKNOWN,DWR (Manual),,38.969486,-102.223115
CODWR,1110,2013-02-26T00:00:00-07:00,,,ft,127.3,UNKNOWN,Unknown,127.3,3993.0,,UNKNOWN,DWR (Manual),,38.969486,-102.223115
CODWR,1110,2014-02-25T00:00:00-07:00,,,ft,128.0,UNKNOWN,Unknown,128.0,3992.0,,UNKNOWN,DWR (Manual),,38.969486,-102.223115
CODWR,1110,2014-12-18T00:00:00-07:00,,,ft,128.7,UNKNOWN,Unknown,128.7,3991.0,,UNKNOWN,DWR (Manual),,38.969486,-102.223115
CODWR,1110,2017-03-23T00:00:00-06:00,,,ft,127.7,UNKNOWN,Unknown,127.7,3992.0,,UNKNOWN,DWR (Manual),,38.969486,-102.223115
CODWR,1110,2018-03-27T00:00:00-06:00,,,ft,125.4,UNKNOWN,Unknown,125.4,3995.0,,UNKNOWN,DWR (Manual),,38.969486,-102.223115
CODWR,1110,2019-03-31T00:00:00-06:00,,,ft,125.2,UNKNOWN,Unknown,125.2,3995.0,,UNKNOWN,DWR (Manual),,38.969486,-102.223115
CODWR,1110,2020-03-26T00:00:00-06:00,,,ft,122.1,UNKNOWN,Unknown,122.1,3998.0,,UNKNOWN,DWR (Manual),,38.969486,-102.223115
CODWR,1110,2021-03-29T00:00:00-06:00,,,ft,126.9,UNKNOWN,Unknown,126.9,3993.0,,UNKNOWN,DWR (Manual),,38.969486,-102.223115
CODWR,1110,2022-03-27T00:00:00-06:00,,,ft,126.6,UNKNOWN,Unknown,126.6,3993.0,,UNKNOWN,DWR (Manual),,38.969486,-102.223115
CODWR,152187,2018-03-29T00:00:00-06:00,,,ft,174.4,UNKNOWN,Unknown,174.4,4277.0,,UNKNOWN,DWR (Manual),,39.019036,-102.480419
CODWR,152187,2019-03-21T00:00:00-06:00,,,ft,174.9,UNKNOWN,Unknown,174.9,4276.0,,UNKNOWN,DWR (Manual),,39.019036,-102.480419
CODWR,152187,2020-03-31T00:00:00-06:00,,,ft,171.7,UNKNOWN,Unknown,171.7,4279.0,,UNKNOWN,DWR (Manual),,39.019036,-102.480419
CODWR,152187,2021-03-30T00:00:00-06:00,,,ft,175.8,UNKNOWN,Unknown,175.8,4275.0,,UNKNOWN,DWR (Manual),,39.019036,-102.480419
CODWR,152187,2022-03-30T00:00:00-06:00,,,ft,175.6,UNKNOWN,Unknown,175.6,4275.0,,UNKNOWN,DWR (Manual),,39.019036,-102.480419
CODWR,149916,2011-01-03T00:00:00-07:00,,,ft,261.2,UNKNOWN,Unknown,261.2,3699.0,,UNKNOWN,DWR (Manual),,38.785865,-102.125766
CODWR,149916,2012-02-06T00:00:00-07:00,,,ft,263.1,UNKNOWN,Unknown,263.1,3697.0,,UNKNOWN,DWR (Manual),,38.785865,-102.125766
CODWR,149916,2013-02-26T00:00:00-07:00,,,ft,265.4,UNKNOWN,Unknown,265.4,3695.0,,UNKNOWN,DWR (Manual),,38.785865,-102.125766
CODWR,149916,2014-02-25T00:00:00-07:00,,,ft,273.4,UNKNOWN,Unknown,273.4,3687.0,,UNKNOWN,DWR (Manual),,38.785865,-102.125766
CODWR,149916,2014-12-18T00:00:00-07:00,,,ft,271.5,UNKNOWN,Unknown,271.5,3689.0,,UNKNOWN,DWR (Manual),,38.785865,-102.125766
CODWR,149916,2017-03-14T00:00:00-06:00,,,ft,267.9,UNKNOWN,Unknown,267.9,3692.0,,UNKNOWN,DWR (Manual),,38.785865,-102.125766
CODWR,149916,2018-03-19T00:00:00-06:00,,,ft,270.8,UNKNOWN,Unknown,270.8,3689.0,,UNKNOWN,DWR (Manual),,38.785865,-102.125766
CODWR,149916,2019-03-30T00:00:00-06:00,,,ft,272.7,UNKNOWN,Unknown,272.7,3687.0,,UNKNOWN,DWR (Manual),,38.785865,-102.125766
CODWR,149916,2020-03-25T00:00:00-06:00,,,ft,269.5,UNKNOWN,Unknown,269.5,3691.0,,UNKNOWN,DWR (Manual),,38.785865,-102.125766
CODWR,149916,2021-03-26T00:00:00-06:00,,,ft,280.1,UNKNOWN,Unknown,280.1,3680.0,,UNKNOWN,DWR (Manual),,38.785865,-102.125766
CODWR,149916,2022-03-28T00:00:00-06:00,,,ft,279.9,UNKNOWN,Unknown,279.9,3680.0,,UNKNOWN,DWR (Manual),,38.785865,-102.125766
CODWR,1002,1993-01-28T00:00:00-07:00,,,ft,106.19,UNKNOWN,Unknown,106.19,4247.65,,UNKNOWN,DWR (Manual),,38.863348,-102.464919
CODWR,1002,1994-01-13T00:00:00-07:00,,,ft,105.8,UNKNOWN,Unknown,105.8,4248.04,,UNKNOWN,DWR (Manual),,38.863348,-102.464919
CODWR,1002,1995-01-14T00:00:00-07:00,,,ft,105.63,UNKNOWN,Unknown,105.63,4248.21,,UNKNOWN,DWR (Manual),,38.863348,-102.464919
CODWR,1002,1995-12-21T00:00:00-07:00,,,ft,105.38,UNKNOWN,Unknown,105.38,4248.46,,UNKNOWN,DWR (Manual),,38.863348,-102.464919
